"STATION_NAME_FULL","STATION_NAME","EMS_ID","SERIAL","ADDRESS","CITY","LAT","LONG","ELEVATION","STATUS_DESCRIPTION","OWNER","REGION","STATUS","OPENED","CLOSED","NAPS_ID"
"Prince George Marsulex Acid Plant","Prince George Marsulex Acid Plant","E270963",210,"8901 Penn Road","Prince George",53.8416,-122.7344,604,"OPERATIONAL","INDUSTRY","07 - Omineca-Peace","ON",2008-01-03 00:00:00,NA,100212
"Prince George Northwood Met_15","Prince George Northwood","M109913",141,"Fraser Flats","Prince George",53.9675,-122.6908,577,"NON OPERATIONAL","ENV","07 - Omineca-Peace","OFF",1987-06-18 00:00:00,NA,10
"Prince George Northwood Met_60","Prince George Northwood","M109913",142,"Fraser Flats","Prince George",53.9675,-122.6908,577,"NON OPERATIONAL","ENV","07 - Omineca-Peace","OFF",1987-06-18 00:00:00,NA,10
"Prince George Plaza 400","Prince George Plaza 400","0450307",13,"1011 4th Avenue","Prince George",53.91472,-122.74194,588,"OPERATIONAL","ENV","07 - Omineca-Peace","ON",1979-11-05 00:00:00,NA,100202
"Prince George Plaza 400 Met_15","Prince George Plaza 400","0450307",143,"1011 4th Avenue","Prince George",53.91472,-122.7411,588,"OPERATIONAL","ENV","07 - Omineca-Peace","ON",1984-12-17 00:00:00,NA,100202
"Prince George Plaza 400 Met_60","Prince George Plaza 400","0450307",144,"1011 4th Avenue","Prince George",53.91472,-122.74194,588,"OPERATIONAL","ENV","07 - Omineca-Peace","ON",1984-12-17 00:00:00,NA,100202
"Prince George Plaza 400 URG","Prince George Plaza 400 URG","0451307",423,"1011 4th Avenue","Prince George",53.9147,-122.7419,601,"NON OPERATIONAL","ENV","07 - Omineca-Peace","OFF",2003-12-30 00:00:00,NA,10
"Prince George Pulp Met_15","Prince George Pulp","M109914",145,"Prince George Pulp Mill","Prince George",53.9244,-122.6861,600,"OPERATIONAL","ENV","07 - Omineca-Peace","ON",1987-06-23 00:00:00,NA,10
"Prince George Pulp Met_60","Prince George Pulp","M109914",146,"Prince George Pulp Mill","Prince George",53.9244,-122.6861,600,"OPERATIONAL","ENV","07 - Omineca-Peace","ON",1987-06-23 00:00:00,NA,10
"Prince George Van Bien","Prince George Van Bien","0450232",407,"311 Wilson Crescent","Prince George",53.8906,-122.7614,594,"NON OPERATIONAL","INDUSTRY","07 - Omineca-Peace","OFF",1982-06-15 00:00:00,NA,10
"Prince George Van Bien_60","Prince George Van Bien","M109946",408,"Van Bien Elementary School","Prince George",53.8892,-122.7603,594,"NON OPERATIONAL","ENV","07 - Omineca-Peace","OFF",1985-01-21 00:00:00,NA,10
"Prince Rupert (Ambient)","Prince Rupert (Ambient)","0660607",388,"1700 Sloan Avenue","Prince Rupert",54.2967,-130.335,50,"NON OPERATIONAL","INDUSTRY","06 - Skeena","OFF",1993-01-02 00:00:00,NA,10
"Prince Rupert (Met)","Prince Rupert (Met)","M106037",326,"1700 Sloan Avenue","Prince Rupert",54.2322,-130.2889,35,"NON OPERATIONAL","ENV","06 - Skeena","OFF",1990-02-10 00:00:00,NA,10
"Prince Rupert Fairview","Prince Rupert Fairview","E312331",546,"Fairview Container Terminal","Prince Rupert",54.292615,-130.352188,15,"NON OPERATIONAL","INDUSTRY","06 - Skeena","OFF",2017-07-26 00:00:00,NA,10
"Prince Rupert Fairview_60","Prince Rupert Fairview","E312331",547,"Fairview Container Terminal","Prince Rupert",54.292615,-130.352188,15,"NON OPERATIONAL","INDUSTRY","06 - Skeena","OFF",2017-07-26 00:00:00,NA,10
"Prince Rupert Galloway Rapids","Prince Rupert Galloway Rapids","E231838",327,"Highway 16","Prince Rupert",54.2322,-130.2889,1,"NON OPERATIONAL","INDUSTRY","06 - Skeena","OFF",1998-10-04 00:00:00,NA,10
"Prince Rupert Pineridge Elementary","Prince Rupert Pineridge Elementary","E312330",545,"Pineridge Elementary School","Prince Rupert",54.298547,-130.337676,63,"NON OPERATIONAL","INDUSTRY","06 - Skeena","OFF",2016-12-16 00:00:00,2017-07-25,10
"Prince Rupert Roosevelt Park School Met_15","Prince Rupert Roosevelt Park School","E288469",424,"800 Summit","Prince Rupert",54.3064,-130.3269,80,"OPERATIONAL","ENV","06 - Skeena","ON",2012-01-31 00:00:00,NA,10
"Prince Rupert Roosevelt Park School Met_60","Prince Rupert Roosevelt Park School","E288469",425,"800 Summit","Prince Rupert",54.3064,-130.3269,80,"OPERATIONAL","ENV","06 - Skeena","ON",2012-01-31 00:00:00,NA,10
"Prince Rupert Seal Cove","Prince Rupert Seal Cove","E231657",389,"Seal Cove","Prince Rupert",54.3311,-130.2761,2,"NON OPERATIONAL","INDUSTRY","06 - Skeena","OFF",1998-07-04 00:00:00,NA,10
"Prince Rupert Westview MAML","Prince Rupert Westview MAML","E293649",432,"Westview Dock","Prince Rupert",54.3047,-130.3436,33,"MOBILE NON OPERATIONAL","ENV","06 - Skeena","OFF",2013-04-14 00:00:00,NA,10
"Quadra Island Cape Mudge Village","Quadra Island Cape Mudge Village","E266302",148,"In village","Campbell River",50.0183,-125.1972,3,"NON OPERATIONAL","INDUSTRY","01 - Vancouver Island","OFF",2007-01-04 00:00:00,NA,10
"Quadra Island Lighthouse","Quadra Island Lighthouse","E225378",147,NA,"Campbell River",49.9983,-125.1956,2,"NON OPERATIONAL","ENV","01 - Vancouver Island","OFF",1997-02-21 00:00:00,NA,104501
"Qualicum Beach","Qualicum Beach","M102039",300,NA,"Qualicum Beach",49.3472,-126.4444,57,"NON OPERATIONAL","ENV","01 - Vancouver Island","OFF",1994-02-17 00:00:00,NA,10
"Qualicum Beach Jones Street_15","Qualicum Beach Jones Street","E233625",149,"740 Jones Street","Qualicum Beach",49.3385,-124.4516,98,"NON OPERATIONAL","ENV","01 - Vancouver Island","OFF",1999-06-01 00:00:00,NA,10
"Qualicum Beach Jones Street_60","Qualicum Beach Jones Street","E233625",150,"740 Jones Street","Qualicum Beach",49.3385,-124.4516,98,"NON OPERATIONAL","ENV","01 - Vancouver Island","OFF",1999-06-01 00:00:00,NA,10
"Queen Charlotte School","Queen Charlotte School","E273223",235,"On roof of school","None",53.2553,-132.0981,15,"NON OPERATIONAL","ENV","06 - Skeena","OFF",2010-03-15 00:00:00,NA,10
"Quesnel CP Met_1","Quesnel CP","M111073",151,"North Star Road","Quesnel",52.9919,-122.4883,488,"OPERATIONAL","ENV","05 - Cariboo","OFF",1991-06-18 00:00:00,NA,10
"Quesnel CP Met_15","Quesnel CP","M111073",152,"North Star Road","Quesnel",52.9919,-122.4883,488,"OPERATIONAL","ENV","05 - Cariboo","ON",1991-06-18 00:00:00,NA,10
"Quesnel CP Met_60","Quesnel CP","M111073",153,"North Star Road","Quesnel",52.9919,-122.4883,488,"OPERATIONAL","ENV","05 - Cariboo","ON",1991-06-18 00:00:00,NA,10
"Quesnel Linden Met_15","Quesnel Linden","M111065",154,"Highway 97","Quesnel",53.01,-122.5038,543,"NON OPERATIONAL","ENV","05 - Cariboo","OFF",1990-10-23 00:00:00,NA,10
"Quesnel Linden Met_60","Quesnel Linden","M111065",155,"Highway 97","Quesnel",53.01,-122.5038,543,"NON OPERATIONAL","ENV","05 - Cariboo","OFF",1990-10-23 00:00:00,NA,10
"Quesnel Maple Drive","Quesnel Maple Drive","E216667",156,"950 Mountain Ash Road","Quesnel",52.963,-122.4972,456,"NON OPERATIONAL","INDUSTRY","05 - Cariboo","OFF",1992-11-03 00:00:00,NA,101702
"Quesnel Pinecrest Centre","Quesnel Pinecrest Centre","E221885",375,"501 Pinecrest Road","Quesnel",53.0028,-122.5122,500,"NON OPERATIONAL","INDUSTRY","05 - Cariboo","OFF",1995-05-23 00:00:00,NA,10
"Quesnel Redwood","Quesnel Redwood","E314370",558,"1901 Alder Ave","Quesnel",52.97379,-122.45605,604,"E-BAM OPERATIONAL","ENV","05 - Cariboo","ON",2018-10-18 00:00:00,NA,10
"Quesnel Senior Secondary","Quesnel Senior Secondary","E208096",15,"585 Callanan Street","Quesnel",52.981686,-122.493227,490,"OPERATIONAL","ENV","05 - Cariboo","ON",1990-02-14 00:00:00,NA,101701
"Quesnel Senior Secondary Met_15","Quesnel Senior Secondary","E208096",157,"585 Callanan Street","Quesnel",52.9822,-122.4922,500,"OPERATIONAL","ENV","05 - Cariboo","ON",1990-02-14 00:00:00,NA,101701
"Quesnel Senior Secondary Met_60","Quesnel Senior Secondary","E208096",158,"585 Callanan Street","Quesnel",52.9822,-122.4922,500,"OPERATIONAL","ENV","05 - Cariboo","ON",1990-02-14 00:00:00,NA,101701
"Quesnel West Correlieu School","Quesnel West Correlieu School","E228064",159,"850 Anderson","Quesnel",52.9664,-122.5167,0,"NON OPERATIONAL","INDUSTRY","05 - Cariboo","OFF",2000-11-17 00:00:00,NA,101704
"Quesnel West Fraser","Quesnel West Fraser","0550501",376,"Finning Road","Quesnel",53.0053,-122.4972,539,"NON OPERATIONAL","INDUSTRY","05 - Cariboo","OFF",1990-01-12 00:00:00,NA,10
"Quick Mobile","Quick Mobile","E226268",390,"Kerr Road","Quick",54.6214,-126.8511,552,"NON OPERATIONAL","ENV","06 - Skeena","OFF",1997-05-22 00:00:00,NA,10
"Revelstoke Firehall","Revelstoke Firehall","E217680",227,"on roof of building","Revelstoke",50.9979,-118.1998,448,"NON OPERATIONAL","ENV","04 - Kootenay","OFF",2010-02-16 00:00:00,NA,10
"Revelstoke Mt Begbie School","Revelstoke Mt Begbie School","E248021",160,"402 Downie Street","Revelstoke",50.9872,-118.2056,1500,"NON OPERATIONAL","ENV","04 - Kootenay","OFF",2002-02-15 00:00:00,NA,103402
"Revelstoke Mt Begbie School_15","Revelstoke Mt Begbie School","E248021",161,"402 Downie Street","Revelstoke",50.9872,-118.2056,1500,"NON OPERATIONAL","ENV","04 - Kootenay","OFF",2002-02-15 00:00:00,NA,103402
"Revelstoke Mt Begbie School_60","Revelstoke Mt Begbie School","E248021",162,"402 Downie Street","Revelstoke",50.9872,-118.2056,1500,"NON OPERATIONAL","ENV","04 - Kootenay","OFF",2002-02-15 00:00:00,NA,103402
"Richmond East","Richmond East","E207419",336,"16400 Cambie Road","Richmond",49.1847,-123.1847,15,"METRO VANCOUVER NON OPERATIONAL","MVRD","02 - Lower Mainland","OFF",1987-01-06 00:00:00,NA,10
"Richmond South","Richmond South","E207417",248,"Williams and Aragon Road","Richmond",49.1414,-123.1083,15,"METRO VANCOUVER","MVRD","02 - Lower Mainland","ON",1986-01-07 00:00:00,NA,10
"Robson","Robson","E207879",163,"3113 Charleston Road","Robson",49.337031,-117.698275,441,"OPERATIONAL","INDUSTRY","04 - Kootenay","ON",1989-05-16 00:00:00,NA,10
"Rolla 213 Road","Rolla 213 Road","E304684",494,"5095 213 Road; private residence","Rolla",55.90761,-120.16901,708,"NON OPERATIONAL","ENV","07 - Omineca-Peace","OFF",2015-12-15 00:00:00,NA,10
"Rolla 213 Road_1","Rolla 213 Road","E304684",495,"5095 213 Road; private residence","Rolla",55.90761,-120.16901,708,"NON OPERATIONAL","ENV","07 - Omineca-Peace","OFF",2015-12-15 00:00:00,NA,10
"Rolla 213 Road_15","Rolla 213 Road","E304684",503,"5095 213 Road; private residence","Rolla",55.90761,-120.16901,708,"NON OPERATIONAL","ENV","07 - Omineca-Peace","OFF",2015-12-15 00:00:00,NA,10
"Rolla 213 Road_60","Rolla 213 Road","E304684",496,"5095 213 Road; private residence","Rolla",55.90761,-120.16901,708,"NON OPERATIONAL","ENV","07 - Omineca-Peace","OFF",2015-12-15 00:00:00,NA,10
"Rolla MAML","Rolla MAML","E282769",272,"976 Sweetwater Road","Rolla",55.8997,-120.1869,695,"MOBILE NON OPERATIONAL","ENV","07 - Omineca-Peace","OFF",2010-07-20 00:00:00,NA,10
"Royal Oak Hydro Mobile","Royal Oak Hydro Mobile","E222012",301,"4400 West Saanich Road","Victoria",48.4906,-123.3883,25,"NON OPERATIONAL","ENV","01 - Vancouver Island","OFF",1995-07-26 00:00:00,NA,10
"Rumble Beach Firehall_1","Rumble Beach Firehall","E294391",447,"1051 Marine Drive","Port Alice",50.4267123,-127.488127,37,"NON OPERATIONAL","INDUSTRY","01 - Vancouver Island","OFF",2013-08-07 16:32:42,NA,10
"Rumble Beach Firehall_15","Rumble Beach Firehall","E294391",445,"1051 Marine Drive","Port Alice",50.4267123,-127.488127,37,"NON OPERATIONAL","INDUSTRY","01 - Vancouver Island","OFF",2013-07-11 07:49:36,NA,10
"Rumble Beach Firehall_60","Rumble Beach Firehall","E294391",446,"1051 Marine Drive","Port Alice",50.4267123,-127.488127,37,"NON OPERATIONAL","INDUSTRY","01 - Vancouver Island","OFF",2013-08-01 08:10:39,NA,10
"Rumble Beach Hospital","Rumble Beach Hospital","E221821",164,"1090 Marine Road","Port Alice",50.4264,-127.4881,3,"NON OPERATIONAL","INDUSTRY","01 - Vancouver Island","OFF",1995-01-02 00:00:00,NA,107000
"Salmon Arm Hospital","Salmon Arm Hospital","E233344",347,"601 10th Street NE","Salmon Arm",50.7017,-119.2236,350,"NON OPERATIONAL","ENV","03 - Southern Interior","OFF",1998-06-08 00:00:00,NA,10
"Saturna Met","Saturna","M101110",302,"Mt Warburton","Saturna",48.7744,-123.17,445,"NON OPERATIONAL","ENV","01 - Vancouver Island","OFF",1985-11-07 00:00:00,NA,10
"Saturna Pike","Saturna Pike","M101005",303,"Mt Warburton","Saturna",48.7744,-123.17,478,"NON OPERATIONAL","ENV","01 - Vancouver Island","OFF",1992-08-10 00:00:00,NA,10
"Scottys Marina","Scottys Marina","0440403",167,"5220 Broadwater Road","Castlegar",49.3427,-117.8297,502,"OPERATIONAL","INDUSTRY","04 - Kootenay","ON",1992-03-07 00:00:00,NA,10
"Sechelt Trail Bay Mill","Sechelt Trail Bay Mill","E237978",216,"5575 Cowrie Street","Sechelt",49.471913,-123.759499,15,"NON CONTINUOUS","ENV","02 - Lower Mainland","OFF",2009-11-17 00:00:00,NA,10
"Seymour Falls","Seymour Falls","E231001",254,"Seymour Dam","Vancouver",49.44,-122.9714,220,"METRO VANCOUVER NON OPERATIONAL","MVRD","02 - Lower Mainland","OFF",1985-01-01 00:00:00,NA,10
"Shawnigan Lake Discovery Elementary","Shawnigan Lake Discovery Elementary","E303793",477,"Shawnigan Lake","Victoria",48.652778,-123.651944,145,"E-BAM NON-OPERATIONAL","ENV","01 - Vancouver Island","OFF",2015-09-16 14:08:13,2016-06-02,10
"Skookumchuck","Skookumchuck","M115024",366,"Highway 93/95","Cranbrook",49.8369,-115.7458,783,"NON OPERATIONAL","ENV","04 - Kootenay","OFF",1987-10-11 00:00:00,NA,10
"Skookumchuck Farstad Way","Skookumchuck Farstad Way","E254190",422,"Near Tembec Mill on Farstad","Cranbrook",49.905404,-115.755613,746,"OPERATIONAL","INDUSTRY","04 - Kootenay","ON",2011-08-26 00:00:00,NA,10
"Skookumchuck Farstad Way_60","Skookumchuck Farstad Way","E254190",543,"Near Tembec Mill on Farstad","Cranbrook",49.905404,-115.755613,746,"OPERATIONAL","INDUSTRY","04 - Kootenay","ON",2018-02-09 14:08:54,NA,10
"Skookumchuck Johnson Lake","Skookumchuck Johnson Lake","E207914",367,"Johnson Lake Road Southsite Road","Cranbrook",49.9547,-115.7594,828,"NON OPERATIONAL","ENV","04 - Kootenay","OFF",1989-10-11 00:00:00,NA,10
"Skookumchuck Moan Road","Skookumchuck Moan Road","E221953",368,"Moan/Skookumchuck Road","Cranbrook",49.8233,-115.7667,783,"NON OPERATIONAL","INDUSTRY","04 - Kootenay","OFF",1995-06-21 00:00:00,NA,10
"Smithers Muheim Memorial","Smithers Muheim Memorial","E315110",560,"1188 King Street","Smithers",54.7784861,-127.168542,496,"OPERATIONAL","ENV","06 - Skeena","ON",2018-12-18 13:41:38,NA,102401
"Smithers Muheim Memorial_15","Smithers Muheim Memorial","E315110",562,"1188 King Street","Smithers",54.7784861,-127.168542,496,"OPERATIONAL","ENV","06 - Skeena","ON",2019-02-01 09:54:20,NA,102401
"Smithers Muheim Memorial_60","Smithers Muheim Memorial","E315110",563,"1188 King Street","Smithers",54.7784861,-127.168542,496,"OPERATIONAL","ENV","06 - Skeena","ON",2019-02-01 09:54:37,NA,102401
"Smithers St Josephs","Smithers St Josephs","E206589",168,"4020 Broadway Avenue","Smithers",54.783308,-127.177324,495,"OPERATIONAL","ENV","06 - Skeena","OFF",1997-03-06 00:00:00,NA,102401
"Smithers St Josephs_1","Smithers St Josephs","M107005",169,"4020 Broadway Avenue","Smithers",54.783,-127.1775,481,"NON OPERATIONAL","ENV","06 - Skeena","OFF",1994-11-21 00:00:00,NA,10
"Smithers St Josephs_15","Smithers St Josephs","E206589_170",170,"4020 Broadway Avenue","Smithers",54.783,-127.1775,481,"OPERATIONAL","ENV","06 - Skeena","OFF",1994-11-21 00:00:00,NA,10
"Smithers St Josephs_60","Smithers St Josephs","E206589",171,"4020 Broadway Avenue","Smithers",54.783,-127.1775,481,"OPERATIONAL","ENV","06 - Skeena","OFF",1994-11-21 00:00:00,NA,102401
"South Langley Met","South Langley","M110511",337,"240 Street","Langley",49.0042,-122.5611,80,"NON OPERATIONAL","ENV","02 - Lower Mainland","OFF",1985-06-19 00:00:00,NA,10
"Spallumcheen Township Office","Spallumcheen Township Office","E253330",222,"SW corner of compound","Spallumcheen",50.4053,-119.2175,420,"NON OPERATIONAL","ENV","03 - Southern Interior","OFF",2010-02-16 00:00:00,NA,10
"SPARE_MaintainView","SPARE_MaintainView","544",544,NA,"Powell River",49.889305,-124.562349,NA,"OPERATIONAL","ENV","02 - Lower Mainland","OFF",2018-12-27 00:00:00,NA,10
"Squamish Elementary","Squamish Elementary","E304570",491,"38370 Buckley Avenue","Squamish",49.70516,-123.15133,6,"OPERATIONAL","ENV","02 - Lower Mainland","ON",2015-12-17 00:00:00,NA,101603
"Squamish Elementary_15","Squamish Elementary","E304570",492,"Next to playing field at the school","Squamish",49.70516,-123.15133,6,"OPERATIONAL","ENV","02 - Lower Mainland","ON",2015-12-17 00:00:00,NA,101603
"Squamish Elementary_60","Squamish Elementary","E304570",493,"Next to playing field at the school","Squamish",49.70516,-123.15133,6,"OPERATIONAL","ENV","02 - Lower Mainland","ON",2015-12-17 00:00:00,NA,101603
"Squamish Gov't Bldg","Squamish Gov't Bldg","0310172",187,"38075 2nd Avenue","Squamish",49.7063,-123.1544,20,"NON OPERATIONAL","ENV","02 - Lower Mainland","OFF",1984-01-11 00:00:00,NA,101601
"Squamish_15","Squamish","M104270",172,"38075 2nd Avenue","Squamish",49.7003,-123.1536,10,"NON OPERATIONAL","ENV","02 - Lower Mainland","OFF",1985-05-17 00:00:00,NA,10
"Squamish_60","Squamish","M104270",173,"38075 2nd Avenue","Squamish",49.7003,-123.1536,10,"NON OPERATIONAL","ENV","02 - Lower Mainland","OFF",1985-05-17 00:00:00,NA,10
"Stewart","Stewart","E240336",236,"On roof of residence","Stewart",55.9419,-129.9889,0,"NON OPERATIONAL","ENV","06 - Skeena","OFF",2010-03-15 00:00:00,NA,10
"Stewart Youth Centre Met_15","Stewart Youth Centre","E292249",434,"720 King Street","Stewart",55.9381,-129.985,13,"OPERATIONAL","ENV","06 - Skeena","ON",2013-02-01 13:59:25,NA,10
"Stewart Youth Centre Met_60","Stewart Youth Centre","E292249",435,"720 King Street","Stewart",55.9381,-129.985,13,"OPERATIONAL","ENV","06 - Skeena","ON",2013-02-01 14:02:14,NA,10
"Strathnaver Meadowbank_1","Strathnaver Meadowbank","E278429",131,"Pinnacle Pellet Plant 41880  Hwy 97N","Strathnaver",53.3002,-122.5214,655,"NON OPERATIONAL","INDUSTRY","07 - Omineca-Peace","OFF",2010-02-02 00:00:00,NA,10
"Strathnaver Meadowbank_60","Strathnaver Meadowbank","E278429",128,"Pinnacle Pellet Plant 41880  Hwy 97N","Strathnaver",53.3002,-122.5214,655,"NON OPERATIONAL","INDUSTRY","07 - Omineca-Peace","OFF",2010-02-02 00:00:00,NA,10
"Strathnaver Pellet Plant_1","Strathnaver Pellet Plant","E295549",448,"Pinnacle Pellet Plant","Strathnaver",53.3072,-122.5331,674,"NON OPERATIONAL","INDUSTRY","07 - Omineca-Peace","OFF",2013-10-31 00:00:00,NA,10
"Strathnaver Pellet Plant_60","Strathnaver Pellet Plant","E295549",449,"Pinnacle Pellet Plant","Strathnaver",53.3072,-122.5331,674,"NON OPERATIONAL","INDUSTRY","07 - Omineca-Peace","OFF",2013-10-30 14:10:11,NA,10
"Sumas","Sumas","M110512",338,"Vye Road","Sumas",49.0347,-122.1597,6,"NON OPERATIONAL","ENV","02 - Lower Mainland","OFF",1985-06-27 00:00:00,NA,10
"Summerland Municipal Hall","Summerland Municipal Hall","E270644",223,"on roof of municipal hall","Summerland",49.6108,-119.6817,480,"NON OPERATIONAL","ENV","03 - Southern Interior","OFF",2010-02-16 00:00:00,NA,10
"Surrey East","Surrey East","E206271",247,"19000 72nd Avenue","Surrey",49.1328,-122.6942,79,"METRO VANCOUVER","MVRD","02 - Lower Mainland","ON",1984-01-04 00:00:00,NA,10
"Surrey Echo","Surrey Echo","M110513",339,"10334 152A Street","Surrey",49.1897,-122.7975,82,"NON OPERATIONAL","ENV","02 - Lower Mainland","OFF",1985-05-30 00:00:00,NA,10
"Taylor Farmhouse","Taylor Farmhouse","0770707",409,"1.5 miles NE of Plant Site","Taylor",56.1667,-120.675,0,"NON OPERATIONAL","INDUSTRY","07 - Omineca-Peace","OFF",1993-01-04 00:00:00,NA,10
"Taylor Lone Wolf Golf Course","Taylor Lone Wolf Golf Course","E304685",497,"9999 99 Avenue","Taylor",56.16013,-120.67594,488,"NON OPERATIONAL","ENV","07 - Omineca-Peace","OFF",2016-01-27 00:00:00,NA,10
"Taylor Lone Wolf Golf Course_1","Taylor Lone Wolf Golf Course","E304685",498,"9999 99 Avenue","Taylor",56.16013,-120.67594,488,"NON OPERATIONAL","ENV","07 - Omineca-Peace","OFF",2015-12-15 00:00:00,NA,10
"Taylor Lone Wolf Golf Course_15","Taylor Lone Wolf Golf Course","E304685",502,"9999 99 Avenue","Taylor",56.16013,-120.67594,488,"NON OPERATIONAL","ENV","07 - Omineca-Peace","OFF",2006-01-26 00:00:00,NA,10
"Taylor Lone Wolf Golf Course_60","Taylor Lone Wolf Golf Course","E304685",499,"9999 99 Avenue","Taylor",56.16013,-120.67594,488,"NON OPERATIONAL","ENV","07 - Omineca-Peace","OFF",2016-01-26 00:00:00,NA,10
"Taylor South Hill_1","Taylor South Hill","E234230",174,"Pingle Creek Road","Taylor",56.105871,-120.662779,689,"OPERATIONAL","INDUSTRY","07 - Omineca-Peace","ON",1998-03-02 00:00:00,NA,104302
"Taylor South Hill_15","Taylor South Hill","E234230",175,"Pingle Creek Road","Taylor",56.105871,-120.662779,689,"OPERATIONAL","INDUSTRY","07 - Omineca-Peace","ON",1998-03-02 00:00:00,NA,104302
"Taylor South Hill_60","Taylor South Hill","E234230",176,"Pingle Creek Road","Taylor",56.105871,-120.662779,689,"OPERATIONAL","INDUSTRY","07 - Omineca-Peace","ON",1998-03-02 00:00:00,NA,104302
"Taylor Townsite","Taylor Townsite","0770708",179,"McMahon Complex, Alaska Highway","Taylor",56.150186,-120.686985,474,"OPERATIONAL","INDUSTRY","07 - Omineca-Peace","ON",1993-04-01 00:00:00,NA,104301
"Taylor Townsite_1","Taylor Townsite","0770708",177,"McMahon Complex, Alaska Highway","Taylor",56.150186,-120.686985,474,"OPERATIONAL","INDUSTRY","07 - Omineca-Peace","OFF",1993-01-04 00:00:00,NA,104301
"Taylor Townsite_15","Taylor Townsite","0770708",178,"McMahon Complex, Alaska Highway","Taylor",56.150186,-120.686985,474,"OPERATIONAL","INDUSTRY","07 - Omineca-Peace","OFF",1993-04-01 00:00:00,NA,104301
"Taylor Willow Drive","Taylor Willow Drive","Taylor OGC CAMEL",556,"intersection of 102 St & Willow","Taylor",56.144931,-120.678956,0,"BC OGC MOBILE","BC OGC","07 - Omineca-Peace","OFF",2018-09-19 16:11:10,NA,10
"Taylor Willow Drive_SG","Taylor Willow Drive_SG","Taylor OGC CAMEL",507,"intersection of 102 St & Willow Dr","Taylor",56.144931,-120.678956,0,"BC OGC MOBILE","BC OGC","07 - Omineca-Peace","OFF",2013-11-01 00:00:00,2014-01-22,10
"Telegraph Creek","Telegraph Creek","E233102",391,"Tahltan School","Telegraph Creek",54.9033,-131.1611,0,"NON OPERATIONAL","ENV","06 - Skeena","OFF",1998-07-23 00:00:00,NA,10
"Telkwa","Telkwa","E230557",213,"1304 Birch Street","Telkwa",54.691479,-127.05434,80,"NON OPERATIONAL","ENV","06 - Skeena","OFF",2009-07-01 00:00:00,NA,104601
"Telkwa_1","Telkwa","E230557",180,"1304 Birch Street","Telkwa",54.4128,-127.0317,0,"NON OPERATIONAL","ENV","06 - Skeena","OFF",1998-01-20 00:00:00,NA,104601
"Telkwa_15","Telkwa","E230557",181,"1304 Birch Street","Telkwa",54.691479,-127.05434,0,"OPERATIONAL","ENV","06 - Skeena","ON",1998-01-20 00:00:00,NA,104601
"Telkwa_60","Telkwa","E230557",182,"1304 Birch Street","Telkwa",54.691479,-127.05434,0,"OPERATIONAL","ENV","06 - Skeena","ON",1998-01-20 00:00:00,NA,104601
"Terrace Airport","Terrace Airport","E220621",392,"Terrace Airport","Terrace",54.4667,-128.5667,0,"NON OPERATIONAL","INDUSTRY","06 - Skeena","OFF",1994-08-06 00:00:00,NA,10
"Terrace BC Access Centre_1","Terrace BC Access Centre","M107028",183,"104 3220 Eby Street","Terrace",54.5183,-128.5975,510,"NON OPERATIONAL","ENV","06 - Skeena","OFF",1996-06-13 00:00:00,NA,102501
"Terrace BC Access Centre_15","Terrace BC Access Centre","M107028",184,"104 3220 Eby Street","Terrace",54.5183,-128.5975,510,"NON OPERATIONAL","ENV","06 - Skeena","OFF",1996-06-13 00:00:00,NA,102501
"Terrace BC Access Centre_60","Terrace BC Access Centre","M107028",185,"104 3220 Eby Street","Terrace",54.5183,-128.5975,510,"NON OPERATIONAL","ENV","06 - Skeena","OFF",1996-06-13 00:00:00,NA,102501
"Terrace Skeena Middle School","Terrace Skeena Middle School","E300350",471,"3411 Munroe Street","Terrace",54.52167,-128.6075,81,"OPERATIONAL","ENV","06 - Skeena","ON",2014-12-08 00:00:00,NA,102503
"Terrace Skeena Middle School_15","Terrace Skeena Middle School","E300350",472,"3411 Munroe Street","Terrace",54.52167,-128.6075,81,"OPERATIONAL","ENV","06 - Skeena","ON",2014-11-28 09:53:55,NA,102503
"Terrace Skeena Middle School_60","Terrace Skeena Middle School","E300350",473,"3411 Munroe Street","Terrace",54.52167,-128.6075,81,"OPERATIONAL","ENV","06 - Skeena","ON",2014-11-28 11:29:42,NA,102503
"Tomslake 197 Rd East","Tomslake 197 Rd East","E295891",456,"14927 Old Edmonton Highway","Tomslake",55.59015,-120.08583,765,"NON OPERATIONAL","ENV","07 - Omineca-Peace","OFF",2013-12-09 00:00:00,NA,104305
"Tomslake 197 Rd East Met_1","Tomslake 197 Rd East","E295891",465,"14927 Old Edmonton Highway","Tomslake",55.59015,-120.08583,765,"NON OPERATIONAL","ENV","07 - Omineca-Peace","OFF",2014-05-05 10:19:39,NA,104305
"Tomslake 197 Rd East Met_60","Tomslake 197 Rd East","E295891",466,"14927 Old Edmonton Highway","Tomslake",55.59015,-120.08583,765,"NON OPERATIONAL","ENV","07 - Omineca-Peace","OFF",2014-05-05 10:21:23,NA,104305
"Tomslake MAML","Tomslake MAML","E279629",265,"Toms Lake Community Centre","Dawson Creek",55.5564,-120.0814,0,"MOBILE NON OPERATIONAL","ENV","07 - Omineca-Peace","OFF",2010-05-14 00:00:00,NA,10
